,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,HOUSE_AGE
4057,KK Nagar,1722,197,2,1,4,Partial,No,House,AllPub,Paved,RM,9795980,6935
4058,Karapakkam,1475,86,2,2,4,AdjLand,No,House,NoSeWa,Paved,RL,8296250,7665
4059,Anna Nagar,1522,81,1,1,4,Family,No,House,AllPub,Paved,RL,11295000,1825
4060,Anna Nagar,1556,181,1,1,4,Partial,No,House,NoSeWa,No Access,RM,10797790,9855
4061,Chrompet,1286,156,2,1,4,AdjLand,Yes,Commercial,ELO,No Access,RL,14962800,2920
4062,Velachery,1803,10,3,2,5,AbNormal,Yes,House,NoSeWa,Paved,RM,11546330,5110
4063,Chrompet,866,147,1,1,3,AbNormal,No,Commercial,NoSeWa,No Access,RL,10173350,10585
4064,Adyar,1178,121,1,1,3,AdjLand,Yes,House,ELO,Paved,C,8638785,6935
4065,Anna Nagar,1626,155,1,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,12866410,3285
4066,Anna Nagar,1589,48,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RL,12025410,2920
4067,Chrompet,1165,68,1,1,3,Partial,No,House,ELO,No Access,RL,7550250,12775
4068,Adyar,618,57,1,1,2,Normal Sale,No,Commercial,ELO,Paved,RH,8421940,13140
4069,Chrompet,1144,131,1,1,3,Family,No,Others,NoSeWa,Gravel,RL,9341380,13870
4070,Adyar,1201,83,2,2,4,Partial,No,Commercial,NoSeWa,Paved,RM,14203140,13140
4071,Karapakkam,879,158,1,1,2,Partial,Yes,House,AllPub,Paved,RH,6313250,13505
4072,Anna Nagar,1501,78,1,1,4,Normal Sale,Yes,Others,ELO,Gravel,RM,13627030,12775
4073,Adyar,1289,181,2,2,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,17360470,6570
4074,KK Nagar,1741,11,2,1,4,Partial,Yes,Others,AllPub,Paved,RH,10458220,3650
4075,Karapakkam,1585,48,2,2,4,Partial,No,Commercial,ELO,Paved,RM,11996750,16425
4076,Chrompet,897,104,1,1,3,Family,Yes,House,ELO,Gravel,RL,9162950,3285
4077,Chrompet,1172,77,1,1,3,AbNormal,Yes,House,ELO,No Access,RM,9701600,7300
4078,Karapakkam,1321,193,1,1,3,Normal Sale,Yes,Others,AllPub,Paved,RH,8527375,6570
4079,Karapakkam,798,21,1,1,2,Family,No,Others,NoSeWa,No Access,I,4517000,4745
4080,T Nagar,1808,123,2,1,5,AdjLand,No,Commercial,NoSeWa,No Access,RM,20487250,7300
4081,Chrompet,934,168,1,1,3,AbNormal,No,Others,NoSeWa,Paved,RH,7774580,5840
4082,Chrompet,961,161,1,1,3,Partial,Yes,Others,AllPub,No Access,RL,8637320,10585
4083,Adyar,962,15,1,1,3,AbNormal,No,Others,ELO,Paved,A,6374265,4015
4084,KK Nagar,1778,92,3,2,5,Family,No,Others,AllPub,Paved,RL,10567300,2555
4085,Anna Nagar,1756,187,1,1,4,AbNormal,Yes,House,ELO,Paved,RH,12368790,4380
4086,Karapakkam,1023,199,1,1,3,Partial,No,Others,NoSeWa,Paved,A,4798625,2190
4087,Adyar,784,74,1,1,2,Normal Sale,No,House,ELO,No Access,RL,6611365,11315
4088,KK Nagar,1485,77,2,1,4,Family,No,House,AllPub,Paved,RH,8195220,4015
4089,KK Nagar,2177,119,3,2,5,Normal Sale,Yes,Others,AllPub,Gravel,RL,13553180,4380
4090,KK Nagar,2088,161,3,2,5,Family,Yes,Others,NoSeWa,Paved,RM,12879720,6570
4091,Adyar,1181,156,1,1,3,Partial,Yes,Others,ELO,No Access,I,8418360,8760
4092,KK Nagar,1308,177,1,1,3,Partial,No,House,AllPub,Gravel,RM,9168580,3285
4093,Karapakkam,663,102,1,1,2,AbNormal,No,House,ELO,No Access,I,3815750,6935
4094,T Nagar,1975,0,2,1,5,AdjLand,Yes,House,NoSeWa,No Access,RH,13567150,1825
4095,Chrompet,749,180,1,1,2,Normal Sale,No,Commercial,ELO,Gravel,RH,9607900,8030
4096,Velachery,1727,73,2,1,4,AbNormal,Yes,House,ELO,Gravel,A,8269610,12045
4097,KK Nagar,2158,50,3,2,5,AbNormal,Yes,Others,NoSeWa,Paved,RM,13154100,6205
4098,Chrompet,1157,19,1,1,3,Normal Sale,No,House,NoSeWa,Gravel,RL,9455100,3650
4099,T Nagar,1832,138,2,1,5,AdjLand,No,Commercial,NoSeWa,Gravel,RM,21686920,7665
4100,Chrompet,1138,23,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RH,13801050,5475
4101,Chrompet,770,191,1,1,2,AbNormal,No,House,AllPub,No Access,RH,6348750,1825
4102,T Nagar,1842,33,2,1,5,Normal Sale,No,House,NoSeWa,Gravel,RL,13040160,8395
4103,T Nagar,1882,117,2,1,5,Family,Yes,Commercial,ELO,No Access,RH,19761890,15330
4104,Chrompet,757,155,1,1,2,AdjLand,Yes,Others,ELO,No Access,RM,8854790,5110
4105,Velachery,1884,92,3,2,5,Normal Sale,Yes,House,ELO,Paved,RH,9955440,13505
4106,KK Nagar,1729,82,2,1,4,AbNormal,Yes,Others,NoSeWa,Paved,RH,10643500,2190
4107,Adyar,866,177,1,1,3,Family,Yes,Others,ELO,Paved,A,6666735,10585
4108,Karapakkam,919,146,1,1,3,AbNormal,Yes,Commercial,AllPub,Gravel,RL,10589000,5840
4109,KK Nagar,1587,80,2,1,4,Family,No,House,NoSeWa,Paved,RL,8983700,1825
4110,Chrompet,1282,109,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RH,11073340,5840
4111,Chrompet,928,79,1,1,3,Normal Sale,No,Others,ELO,Paved,RM,8454860,13870
4112,Chrompet,898,18,1,1,3,Normal Sale,No,House,ELO,Paved,RH,6802150,10585
4113,Adyar,692,118,1,1,2,AbNormal,Yes,Commercial,NoSeWa,No Access,A,7814575,9125
4114,T Nagar,1972,175,2,1,5,Partial,Yes,Others,ELO,Paved,RH,13941590,14235
4115,KK Nagar,2079,102,3,2,5,Partial,No,Others,NoSeWa,Paved,RH,10468580,3650
4116,KK Nagar,1486,128,2,1,4,Partial,No,Commercial,NoSeWa,Paved,RL,12616820,4015
4117,Anna Nagar,1742,9,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RM,20982920,14965
4118,T Nagar,1936,103,2,1,5,AbNormal,Yes,House,NoSeWa,Paved,RL,13788080,8760
4119,Karapakkam,1214,145,1,1,3,AdjLand,No,Commercial,NoSeWa,No Access,RM,9985750,17885
4120,Karapakkam,1257,133,1,1,3,AbNormal,Yes,House,ELO,No Access,RH,6660000,12410
4121,Karapakkam,841,118,1,1,2,Partial,Yes,House,AllPub,No Access,I,5355750,6935
4122,KK Nagar,2255,181,4,2,6,Normal Sale,No,Commercial,AllPub,Paved,RH,16982280,5110
4123,Velachery,1605,3,2,1,4,Partial,Yes,Commercial,NoSeWa,Paved,RH,13759280,12410
4124,Chrompet,1188,111,1,1,3,AbNormal,No,Commercial,NoSeWa,Paved,RH,12840300,5110
4125,Chrompet,1213,142,2,1,4,Partial,Yes,Others,NoSeWa,No Access,RL,10243060,2555
4126,Chrompet,731,89,1,1,2,Family,Yes,Commercial,NoSeWa,Paved,RM,11029700,13870
4127,KK Nagar,1781,185,3,2,5,Partial,Yes,Commercial,NoSeWa,Gravel,RL,16174720,2190
4128,Chrompet,702,62,1,1,2,Family,No,Commercial,NoSeWa,Paved,RH,8883050,6935
4129,Anna Nagar,1949,2,2,1,5,Normal Sale,No,Others,NoSeWa,Gravel,RM,15476650,6935
4130,Anna Nagar,1857,71,2,1,5,AbNormal,No,Others,NoSeWa,Gravel,RL,14093160,10950
4131,KK Nagar,1904,73,3,2,5,AbNormal,No,Others,AllPub,Paved,RL,10782380,9125
4132,Karapakkam,1199,91,1,1,3,AbNormal,No,Commercial,ELO,Paved,C,7839500,13870
4133,Karapakkam,1228,141,1,1,3,AdjLand,Yes,Commercial,ELO,Gravel,RH,11531000,4380
4134,Velachery,1786,37,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Gravel,RM,17240870,4015
4135,Velachery,1953,106,3,2,5,Family,Yes,Others,ELO,No Access,C,8916410,19345
4136,Karapakkam,1287,140,1,1,3,Partial,No,Commercial,AllPub,Gravel,RL,10931250,9855
4137,KK Nagar,1369,55,2,1,4,AdjLand,No,House,NoSeWa,Paved,RM,9103800,10950
4138,KK Nagar,1771,64,2,1,4,AbNormal,Yes,House,AllPub,Gravel,RL,11090200,7300
4139,Adyar,1082,100,1,1,3,AbNormal,Yes,House,NoSeWa,Gravel,I,9177820,10220
4140,KK Nagar,1636,141,2,1,4,AbNormal,Yes,House,AllPub,Paved,RL,10056300,9125
4141,Karapakkam,602,0,1,1,2,AdjLand,No,Others,NoSeWa,Paved,RM,6560250,9490
4142,T Nagar,1854,29,2,1,5,AbNormal,No,House,ELO,No Access,RL,11704830,10585
4143,Karapakkam,1655,89,2,2,4,AbNormal,Yes,Others,ELO,No Access,RM,9837875,9125
4144,Adyar,698,140,1,1,2,Family,No,Commercial,NoSeWa,Gravel,RH,9879040,5840
4145,Chrompet,1101,74,1,1,3,Family,No,House,NoSeWa,Gravel,RL,8572650,11315
4146,Karapakkam,785,173,1,1,2,AdjLand,Yes,Others,AllPub,Paved,I,6576375,8030
4147,Adyar,1135,172,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RM,11046310,12410
4148,Karapakkam,1308,9,1,1,3,AdjLand,Yes,Others,ELO,Paved,RH,8242250,12045
4149,Adyar,924,100,1,1,3,Family,No,Commercial,AllPub,No Access,RH,10571990,9490
4150,Karapakkam,508,67,1,1,2,AdjLand,Yes,Commercial,ELO,Gravel,I,6709750,17885
4151,Velachery,1725,60,2,1,4,AbNormal,No,House,AllPub,Paved,RL,9817160,2920
4152,Karapakkam,1665,122,2,2,4,AdjLand,No,Commercial,AllPub,No Access,I,11513500,3650
4153,KK Nagar,1868,98,3,2,5,Partial,Yes,Others,NoSeWa,Gravel,RH,11348140,3285
4154,Anna Nagar,1951,120,2,1,5,Family,Yes,Commercial,ELO,No Access,RH,20272170,13140
4155,T Nagar,1665,159,1,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RM,20656290,8030
4156,Anna Nagar,1537,16,1,1,4,AdjLand,No,Commercial,AllPub,Paved,RH,17670400,5475
4157,Chrompet,912,199,1,1,3,Family,Yes,Commercial,AllPub,Paved,RH,11583300,9490
4158,Karapakkam,724,77,1,1,2,Normal Sale,Yes,Commercial,AllPub,Paved,RH,8033250,11315
4159,Karapakkam,516,186,1,1,2,Partial,No,Commercial,NoSeWa,No Access,A,3331750,12045
4160,T Nagar,1764,118,1,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,13971130,13870
4161,Chrompet,872,166,1,1,3,Family,No,Others,ELO,Gravel,RH,7693740,10950
4162,Chrompet,887,46,1,1,3,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,13118450,14235
4163,Chrompet,1080,56,1,1,3,Partial,Yes,Commercial,ELO,Paved,RH,12721750,3285
4164,Chrompet,1045,172,1,1,3,Partial,Yes,House,AllPub,Gravel,RL,9480000,11680
4165,Karapakkam,1530,128,2,2,4,Family,No,Commercial,NoSeWa,No Access,RM,12046250,4015
4166,Adyar,1132,190,1,1,3,Family,No,House,NoSeWa,No Access,A,6050375,1825
4167,KK Nagar,2365,21,4,2,6,Partial,Yes,Others,NoSeWa,Paved,RL,12924800,9125
4168,Velachery,1781,30,2,1,4,AbNormal,No,House,AllPub,Paved,RM,10048510,13870
4169,Chrompet,1138,70,1,1,3,Family,No,Commercial,NoSeWa,Paved,RH,11770400,14600
4170,KK Nagar,2375,26,4,2,6,Family,No,House,AllPub,Gravel,RH,11381360,6570
4171,Karapakkam,1115,65,1,1,3,Normal Sale,No,Others,ELO,No Access,RH,6224875,4015
4172,Chrompet,811,39,1,1,3,AdjLand,No,Commercial,ELO,Paved,RM,10890050,14235
4173,Anna Nagar,1586,14,1,1,4,Family,No,House,AllPub,Paved,RL,10882430,16060
4174,Chrompet,1103,10,1,1,3,AdjLand,Yes,Others,NoSeWa,Gravel,RH,10560810,2190
4175,Karapakkam,939,169,1,1,3,Normal Sale,Yes,House,AllPub,No Access,C,5326500,8760
4176,Velachery,1727,65,2,1,4,Family,No,House,NoSeWa,Gravel,A,7341790,15330
4177,T Nagar,1672,169,1,1,4,Family,No,Commercial,AllPub,Paved,RL,18911110,4745
4178,Anna Nagar,1581,143,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,No Access,RH,18011000,5475
4179,Anna Nagar,1781,109,1,1,4,Normal Sale,No,Commercial,AllPub,No Access,RM,19789040,9855
4180,KK Nagar,1668,132,2,1,4,AdjLand,No,Commercial,AllPub,Gravel,RH,14139220,7665
4181,Adyar,1263,58,2,2,4,AdjLand,No,House,AllPub,No Access,I,7926700,14600
4182,Adyar,819,7,1,1,3,Normal Sale,No,House,AllPub,No Access,RL,7484395,4745
4183,Karapakkam,1145,190,1,1,3,Normal Sale,No,House,NoSeWa,Paved,RL,6855750,11315
4184,Chrompet,1074,3,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,12904650,14235
4185,T Nagar,1707,36,1,1,4,Family,No,Others,ELO,Paved,RM,13057270,13870
4186,KK Nagar,2145,70,3,2,5,AdjLand,No,Commercial,NoSeWa,Gravel,RL,17357440,8030
4187,Adyar,737,17,1,1,2,Partial,No,House,NoSeWa,No Access,RM,6916665,11315
4188,Adyar,1178,109,1,1,3,Partial,No,Others,AllPub,No Access,A,6652020,10220
4189,Adyar,1261,144,2,2,4,AdjLand,Yes,Others,NoSeWa,Paved,C,9653285,14235
4190,Karapakkam,807,67,1,1,2,Normal Sale,Yes,Others,NoSeWa,No Access,RM,7603375,2555
4191,Chrompet,1167,142,1,1,3,Partial,No,Others,NoSeWa,Gravel,RL,9790040,4015
4192,Karapakkam,1575,78,2,2,4,AdjLand,No,House,NoSeWa,No Access,RL,7629750,15695
4193,Karapakkam,1177,77,1,1,3,Partial,No,House,AllPub,No Access,RM,7014250,7665
4194,Karapakkam,1069,177,1,1,3,AbNormal,No,Others,AllPub,No Access,C,4661125,14965
4195,Adyar,679,120,1,1,2,AbNormal,No,Others,AllPub,No Access,C,5147305,9855
4196,Karapakkam,642,119,1,1,2,AbNormal,Yes,Commercial,ELO,Gravel,I,7374500,10950
4197,Velachery,1850,30,3,2,5,Family,Yes,House,NoSeWa,Gravel,RH,10235550,18250
4198,Anna Nagar,1692,128,1,1,4,Partial,No,Commercial,ELO,Paved,RH,17874820,5840
4199,T Nagar,1788,188,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,21217800,3650
4200,Adyar,817,40,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RM,11559880,4380
4201,Karapakkam,1639,43,2,2,4,Partial,Yes,House,NoSeWa,Gravel,RL,9464500,13140
4202,Karapakkam,883,1,1,1,2,Normal Sale,No,Others,NoSeWa,Paved,C,4491625,16060
4203,Velachery,1827,162,3,2,5,AdjLand,No,House,NoSeWa,Paved,C,8803420,2190
4204,Anna Nagar,1986,199,2,1,5,Family,No,Others,AllPub,No Access,RH,13245710,6935
4205,Velachery,1958,65,3,2,5,AbNormal,Yes,Commercial,AllPub,No Access,C,15003560,6570
4206,Adyar,870,94,1,1,3,Normal Sale,No,Commercial,NoSeWa,No Access,RL,10671275,9125
4207,Velachery,1662,15,2,1,4,Partial,No,House,ELO,Paved,RH,7871720,14965
4208,Anna Nagar,1835,124,2,1,5,AbNormal,No,Others,AllPub,Paved,RM,14429740,8030
4209,Adyar,1270,179,2,2,4,Normal Sale,Yes,Others,AllPub,No Access,RH,10185610,12410
4210,KK Nagar,2292,122,4,2,6,Partial,Yes,Others,NoSeWa,Paved,RL,12946500,4745
4211,Karapakkam,1028,99,1,1,3,Partial,No,Commercial,AllPub,Gravel,RL,10001250,5475
4212,KK Nagar,1865,111,3,2,5,Partial,Yes,Commercial,NoSeWa,Gravel,RM,16935440,8030
4213,Adyar,981,169,1,1,3,Family,Yes,Others,NoSeWa,No Access,RL,9347935,3285
4214,Karapakkam,916,113,1,1,3,Normal Sale,Yes,Others,NoSeWa,Gravel,A,5434250,16425
4215,Velachery,1908,60,3,2,5,Normal Sale,Yes,Others,NoSeWa,Paved,RH,11663490,4380
4216,Anna Nagar,1936,58,2,1,5,Normal Sale,Yes,Others,AllPub,Paved,RM,15589440,13870
4217,Velachery,1926,3,3,2,5,AdjLand,No,House,NoSeWa,Paved,RM,10337000,20075
4218,Chrompet,1083,34,1,1,3,Family,Yes,Commercial,NoSeWa,Gravel,RM,14200900,13870
4219,Anna Nagar,1780,27,1,1,4,AbNormal,Yes,House,AllPub,Paved,RM,13709340,11680
4220,Velachery,1707,94,2,1,4,AdjLand,No,Commercial,NoSeWa,Gravel,I,13685190,18980
4221,Chrompet,900,145,1,1,3,AbNormal,No,Others,ELO,Gravel,RH,7953250,8395
4222,T Nagar,1519,91,1,1,4,AdjLand,No,Others,NoSeWa,Gravel,RH,12332820,7300
4223,T Nagar,1934,119,2,1,5,AbNormal,Yes,Commercial,NoSeWa,Paved,RL,22053480,6935
4224,Karapakkam,1043,106,1,1,3,Family,Yes,Others,NoSeWa,Gravel,I,7356625,10220
4225,Karapakkam,704,1,1,1,2,Normal Sale,Yes,Others,NoSeWa,Paved,RM,7338250,14235
4226,Karapakkam,1539,71,2,2,4,Partial,No,Commercial,AllPub,Gravel,A,9996000,7300
4227,Karapakkam,1279,182,1,1,3,Partial,Yes,Others,NoSeWa,No Access,I,6849125,8760
4228,Karapakkam,1568,143,2,2,4,AdjLand,Yes,Commercial,NoSeWa,No Access,A,10462500,5110
4229,KK Nagar,2011,119,3,2,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RL,17523920,5840
4230,Karapakkam,1566,79,2,2,4,AbNormal,No,Commercial,NoSeWa,Gravel,A,10010000,11680
4231,KK Nagar,1812,196,3,2,5,Partial,No,Commercial,AllPub,Paved,RL,14873340,2555
4232,T Nagar,1729,104,1,1,4,AdjLand,No,Commercial,NoSeWa,Gravel,RL,20461220,4015
4233,Anna Nagar,1569,187,1,1,4,Partial,Yes,House,AllPub,No Access,RL,11231390,11680
4234,KK Nagar,2068,155,3,2,5,Family,Yes,Others,NoSeWa,Gravel,RL,12711220,4745
4235,Anna Nagar,1869,69,2,1,5,AdjLand,No,Others,NoSeWa,Gravel,RM,15010890,13140
4236,Chrompet,1271,3,2,1,4,AbNormal,No,Others,NoSeWa,Paved,RL,10139270,4380
4237,KK Nagar,1527,121,2,1,4,Family,No,House,AllPub,Gravel,RM,10007800,3650
4238,Karapakkam,601,149,1,1,2,Family,No,House,AllPub,No Access,RM,5636000,8030
4239,Adyar,1206,63,2,2,4,AbNormal,No,House,ELO,Gravel,C,7877645,8395
4240,Anna Nagar,1878,163,2,1,5,Normal Sale,No,House,NoSeWa,No Access,RL,11716020,13140
4241,Karapakkam,884,21,1,1,2,Family,No,House,ELO,Paved,A,3226250,17155
4242,Chrompet,728,198,1,1,2,AbNormal,Yes,House,AllPub,Gravel,RM,9368650,4015
4243,Karapakkam,907,104,1,1,3,AdjLand,Yes,House,ELO,No Access,RL,7074750,5475
4244,Velachery,1534,171,2,1,4,Partial,No,House,NoSeWa,No Access,C,5587150,20075
4245,KK Nagar,2038,155,3,2,5,Family,Yes,Commercial,NoSeWa,Gravel,RH,16593240,8030
4246,KK Nagar,1512,144,2,1,4,Family,No,House,NoSeWa,Paved,RM,9478820,4015
4247,Karapakkam,695,56,1,1,2,Family,No,Others,AllPub,Paved,RL,6356125,4380
4248,Velachery,1581,64,2,1,4,AbNormal,No,Others,NoSeWa,Paved,A,7145230,12410
4249,Adyar,1238,108,2,2,4,Normal Sale,No,House,NoSeWa,Gravel,RM,10626305,9855
4250,Karapakkam,1173,79,1,1,3,Family,No,Others,AllPub,Gravel,RM,8744875,8030
4251,Chrompet,797,166,1,1,2,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,12335200,11680
4252,Karapakkam,1684,182,2,2,4,Normal Sale,Yes,Others,ELO,No Access,RM,10284000,2190
4253,Velachery,1974,16,3,2,5,Normal Sale,No,Commercial,NoSeWa,No Access,I,14214940,11680
4254,Chrompet,893,57,1,1,3,Normal Sale,No,Others,ELO,Gravel,RH,7727410,14600
4255,Karapakkam,1026,75,1,1,3,AdjLand,No,Others,NoSeWa,Gravel,A,5564000,5475
4256,Anna Nagar,1812,193,2,1,5,Normal Sale,No,House,NoSeWa,Paved,RL,12391870,9490
4257,Adyar,1282,183,2,2,4,Family,Yes,House,NoSeWa,No Access,C,7976295,12045
4258,KK Nagar,2449,149,4,2,6,AdjLand,No,House,AllPub,Paved,RM,12572700,9125
4259,Chrompet,932,95,1,1,3,AdjLand,Yes,Others,ELO,No Access,RM,9801040,4380
4260,Velachery,1564,82,2,1,4,Partial,Yes,Commercial,NoSeWa,Paved,RM,14917750,5475
4261,KK Nagar,1566,113,2,1,4,Normal Sale,Yes,Others,AllPub,Paved,RH,10362620,1825
4262,Karapakkam,1266,46,1,1,3,AdjLand,No,House,NoSeWa,Gravel,C,6503500,5110
4263,T Nagar,1945,174,2,1,5,Partial,No,Others,ELO,No Access,RM,13864450,5475
4264,Karapakkam,1649,93,2,2,4,Normal Sale,Yes,Others,AllPub,Paved,C,8438625,7665
4265,Karapakkam,1081,160,1,1,3,AbNormal,Yes,House,NoSeWa,No Access,C,5818500,2920
4266,Velachery,1889,163,3,2,5,AdjLand,Yes,Commercial,NoSeWa,Paved,I,15472200,18250
4267,Chrompet,779,134,1,1,2,Family,Yes,House,NoSeWa,No Access,RM,7883050,9855
4268,Chrompet,984,92,1,1,3,Normal Sale,Yes,Commercial,AllPub,Paved,RL,13197400,2920
4269,KK Nagar,2495,62,4,2,6,Partial,Yes,Others,NoSeWa,Gravel,RL,14093240,6205
4270,Chrompet,973,69,1,1,3,AdjLand,Yes,Others,ELO,Paved,RL,9869710,6570
4271,Anna Nagar,1986,21,2,1,5,AdjLand,No,House,ELO,No Access,RH,11786460,15695
4272,Velachery,1829,134,3,2,5,AbNormal,No,Commercial,AllPub,No Access,C,13009230,10585
4273,Chrompet,780,168,1,1,2,AbNormal,No,House,NoSeWa,No Access,RL,6251000,13140
4274,Adyar,843,36,1,1,3,Normal Sale,No,Others,NoSeWa,Paved,C,6821735,3285
4275,Chrompet,913,185,1,1,3,AdjLand,No,House,ELO,No Access,RH,6685100,8030
4276,Karapakkam,779,145,1,1,2,Family,No,House,NoSeWa,No Access,C,3219750,12775
4277,T Nagar,1725,10,1,1,4,AbNormal,Yes,Others,ELO,Gravel,RM,14844980,10585
4278,KK Nagar,2374,139,4,2,6,AbNormal,No,House,NoSeWa,Gravel,RM,12406480,5110
4279,Chrompet,778,187,1,1,2,AdjLand,No,Commercial,NoSeWa,No Access,RH,9094750,7665
4280,Adyar,989,117,1,1,3,AdjLand,Yes,Others,NoSeWa,Gravel,C,9040975,9125
4281,Karapakkam,1624,81,2,2,4,AbNormal,No,Others,NoSeWa,No Access,RM,8743750,10585
4282,Velachery,1989,133,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RH,10976510,19345
4283,Karapakkam,1381,48,2,2,4,AdjLand,No,Commercial,NoSeWa,No Access,RH,10106750,12045
4284,Karapakkam,923,129,1,1,3,AdjLand,Yes,Others,ELO,No Access,RH,6996125,3650
4285,Chrompet,1034,53,1,1,3,Normal Sale,No,Others,NoSeWa,No Access,RL,8469580,2920
4286,Velachery,1794,67,2,1,4,AdjLand,Yes,Others,NoSeWa,No Access,RH,10148300,16425
4287,KK Nagar,2471,37,4,2,6,Normal Sale,No,Commercial,AllPub,Paved,RM,19240040,8030
4288,Chrompet,1085,51,1,1,3,Normal Sale,Yes,Others,ELO,Gravel,RL,10101200,13505
4289,KK Nagar,2070,40,3,2,5,Partial,Yes,House,NoSeWa,Gravel,RL,11772340,6205
4290,Chrompet,959,117,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RH,12492400,4380
4291,Karapakkam,1341,152,2,2,4,Partial,No,House,AllPub,Paved,RH,7131000,3650
4292,KK Nagar,1377,194,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,14392520,5840
4293,Velachery,1862,127,3,2,5,Normal Sale,Yes,House,ELO,Gravel,RM,12097820,4015
4294,Velachery,1594,64,2,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,10163940,17155
4295,Chrompet,1016,6,1,1,3,Normal Sale,Yes,Others,NoSeWa,Gravel,RM,10780920,8760
4296,KK Nagar,2321,27,4,2,6,Family,Yes,House,AllPub,Gravel,RL,12756200,7300
4297,Adyar,1242,163,2,2,4,AbNormal,No,House,ELO,Paved,I,8033695,12045
4298,Chrompet,707,197,1,1,2,Family,Yes,Others,NoSeWa,No Access,RM,7972690,13870
4299,Chrompet,707,187,1,1,2,AdjLand,Yes,House,AllPub,No Access,RH,7197800,7300
4300,Adyar,1120,101,1,1,3,AbNormal,Yes,House,NoSeWa,Gravel,RL,10439690,9490
4301,Adyar,774,174,1,1,2,AbNormal,Yes,Commercial,NoSeWa,Gravel,RL,11827040,13140
4302,Chrompet,1083,74,1,1,3,Family,Yes,House,NoSeWa,Gravel,RH,9045250,8395
4303,Chrompet,767,172,1,1,2,Family,No,Commercial,ELO,Paved,RL,9871800,7300
4304,Velachery,1725,61,2,1,4,Family,Yes,Others,ELO,No Access,RM,10994850,5475
4305,Karapakkam,1194,110,1,1,3,Family,No,Others,NoSeWa,Gravel,A,5347250,13870
4306,Adyar,1052,124,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Paved,RM,14737850,10950
4307,Adyar,667,71,1,1,2,Partial,Yes,House,ELO,Paved,RH,7335890,2190
4308,Karapakkam,1369,106,2,2,4,AdjLand,No,Others,NoSeWa,No Access,RL,7952375,5110
4309,Anna Nagar,1952,14,2,1,5,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,22633000,5475
4310,Chrompet,1228,138,2,1,4,Partial,No,Others,AllPub,No Access,RH,8442110,9125
4311,Chrompet,1236,132,2,1,4,AbNormal,No,House,NoSeWa,No Access,RL,8214800,13140
4312,Anna Nagar,1988,49,2,1,5,Normal Sale,Yes,House,NoSeWa,Gravel,RH,13921240,6205
4313,Adyar,1018,22,1,1,3,AdjLand,No,Others,NoSeWa,Paved,C,7520335,10585
4314,KK Nagar,2120,103,3,2,5,AbNormal,No,Others,NoSeWa,Gravel,RH,11212900,9125
4315,KK Nagar,1602,29,2,1,4,Normal Sale,Yes,House,AllPub,Paved,RH,9651940,6205
4316,Velachery,1916,100,3,2,5,Normal Sale,No,Commercial,NoSeWa,No Access,RM,16071420,2190
4317,Adyar,893,176,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,C,7700295,4745
4318,Anna Nagar,1968,190,2,1,5,AbNormal,Yes,House,AllPub,Paved,RL,14057110,10220
4319,Karapakkam,1424,139,2,2,4,AbNormal,No,Commercial,NoSeWa,Gravel,RH,10936000,16060
4320,Chrompet,755,56,1,1,2,AbNormal,No,Others,AllPub,Gravel,RH,7593850,6570
4321,Velachery,1643,8,2,1,4,Normal Sale,Yes,Others,NoSeWa,No Access,I,8657220,18615
4322,Chrompet,749,70,1,1,2,Family,No,Commercial,NoSeWa,No Access,RM,9390500,13870
4323,T Nagar,1960,53,2,1,5,AdjLand,No,Others,NoSeWa,No Access,RL,14415540,2555
4324,Anna Nagar,1845,57,2,1,5,Partial,Yes,Others,NoSeWa,Paved,RL,14408010,8395
4325,KK Nagar,2092,166,3,2,5,Partial,No,Others,AllPub,Gravel,RM,12364620,6935
